16644
16888
16467
16264
32244
32939
33375
33654
33838
34022
34312
34766
35472
27816
27608
27208
27440
28111
28787
29177
29382
29549
30288
30454
30662
31056
31716
8161
8177
8187
8192
6515
7243
8204
9163
9883
2215
3886
4920
5828
4801
3640
10455
11353
12383
14066
12653
11492
5522
6025
7495
8215
8935
10395
10795
9555
8836
8236
7636
6915
5909
7384
8223
9064
10537
8829
8229
7629
